All Tables
Month	yyyy	ics_all	ics_inc31	ics_inc32	ics_inc33	ics_a1834	ics_a3554	ics_a5597	ics_ne	ics_nc	ics_s	ics_w	icc_all	ice_all	pago_f_all	pago_s_all	pago_u_all	pago_dk_all	pago_r_all	pagorn_hy_all	pagorn_ha_all	pagorn_ld_all	pagorn_ly_all	pagorn_hp_all	pagorn_la_all	pagorn_hd_all	pagorn_ny_all	pagorn_nad_all	pexp_f_all	pexp_s_all	pexp_u_all	pexp_dk_all	pexp_r_all	ptrd_bb_all	ptrd_bs_all	ptrd_ss_all	ptrd_ws_all	ptrd_ww_all	ptrd_bw_all	ptrd_dk_all	ptrd_r_all	pago5_f_all	pago5_s_all	pago5_u_all	pago5_dk_all	pago5_r_all	pexp5_f_all	pexp5_s_all	pexp5_u_all	pexp5_dk_all	pexp5_r_all	ptrd5_bb_all	ptrd5_bs_all	ptrd5_ss_all	ptrd5_ws_all	ptrd5_ww_all	ptrd5_bw_all	ptrd5_dk_all	ptrd5_r_all	inex_dwn_all	inex_0_all	inex_12_all	inex_34_all	inex_5_all	inex_69_all	inex_125_all	inex_25p_all	inex_dkup_all	inex_dk_all	inex_med_all	inex_r_all	rinc_f_all	rinc_s_all	rinc_u_all	rinc_dk_all	rinc_r_all	pinc2_0_all	pinc2_0124_all	pinc2_2549_all	pinc2_50_all	pinc2_5174_all	pinc2_7599_all	pinc2_100_all	pinc2_dk_all	pinc2_mean_all	pinc_0_all	pinc_0124_all	pinc_2549_all	pinc_50_all	pinc_5174_all	pinc_7599_all	pinc_100_all	pinc_dk_all	pinc_mean_all	pjob_0_all	pjob_0124_all	pjob_2549_all	pjob_50_all	pjob_5174_all	pjob_7599_all	pjob_100_all	pjob_dk_all	pjob_mean_all	pssa_0_all	pssa_0124_all	pssa_2549_all	pssa_50_all	pssa_5174_all	pssa_7599_all	pssa_100_all	pssa_dk_all	pssa_mean_all	pcry_f_all	pcry_s_all	pcry_u_all	pcry_dk_all	pcry_r_all	pstk_0_all	pstk_0124_all	pstk_2549_all	pstk_50_all	pstk_5174_all	pstk_7599_all	pstk_100_all	pstk_dk_all	pstk_mean_all	inv_9_all	inv_24_all	inv_49_all	inv_99_all	inv_199_all	inv_499_all	inv_500_all	inv_dk_all	inv_md_all	inv_p25_all	inv_p75_all	inv_r50_all	hmv_99_all	hmv_199_all	hmv_299_all	hmv_399_all	hmv_499_all	hmv_500_all	hmv_dk_all	hmv_md_all	hmv_p25_all	hmv_p75_all	hmv_r50_all	news_f_all	news_u_all	news_n_all	news_r_all	newsrn_f_govt_all	newsrn_f_emp_all	newsrn_f_dem_all	newsrn_f_pri_all	newsrn_f_cred_all	newsrn_f_stk_all	newsrn_f_trd_all	newsrn_u_govt_all	newsrn_u_emp_all	newsrn_u_dem_all	newsrn_u_pri_all	newsrn_u_cred_all	newsrn_u_eng_all	newsrn_u_stk_all	newsrn_u_trd_all	newsrn_np_all	newsrn_ne_all	newsrn_ng_all	bago_f_all	bago_s_all	bago_u_all	bago_dk_all	bago_r_all	bexp_f_all	bexp_s_all	bexp_u_all	bexp_dk_all	bexp_r_all	btrd_bb_all	btrd_bs_all	btrd_ss_all	btrd_ws_all	btrd_ww_all	btrd_bw_all	btrd_dk_all	btrd_r_all	bus12_f_all	bus12_s_all	bus12_u_all	bus12_dk_all	bus12_na_all	bus12_r_all	bus5_f_all	bus5_s_all	bus5_u_all	bus5_na_all	bus5_r_all	umex_f_all	umex_s_all	umex_u_all	umex_dk_all	umex_r_all	ratex_f_all	ratex_s_all	ratex_u_all	ratex_dk_all	ratex_r_all	px1_dwn_all	px1_0_all	px1_12_all	px1_34_all	px1_5_all	px1_69_all	px1_1014_all	px1_15p_all	px1_dkup_all	px1_dk_all	px1_mean_all	px1_var_all	px1_med_all	px1_std_all	px1_p25_all	px1_p75_all	px1_r50_all	px5_dwn_all	px5_0_all	px5_12_all	px5_34_all	px5_5_all	px5_69_all	px5_1014_all	px5_15p_all	px5_dkup_all	px5_dk_all	px5_mean_all	px5_var_all	px5_std_all	px5_med_all	px5_p25_all	px5_p75_all	px5_r50_all	govt_f_all	govt_s_all	govt_u_all	govt_dk_all	govt_r_all	dur_f_all	dur_s_all	dur_u_all	dur_r_all	durrn_lp_all	durrn_biap_all	durrn_lr_all	durrn_biar_all	durrn_gt_all	durrn_hp_all	durrn_hr_all	durrn_tb_all	durrn_fb_all	durrn_np_all	durrn_nr_all	durrn_nt_all	veh_f_all	veh_s_all	veh_u_all	veh_r_all	vehrn_lp_all	vehrn_biap_all	vehrn_lr_all	vehrn_biar_all	vehrn_gt_all	vehrn_mpg_all	vehrn_hp_all	vehrn_hr_all	vehrn_tb_all	vehrn_fb_all	vehrn_gas_all	vehrn_sel_all	vehrn_np_all	vehrn_nr_all	gas1px_f_all	gas1px_s_all	gas1px_u_all	gas1px_dk_all	gas1px_md_all	gas1px_mean_all	gas5px_f_all	gas5px_s_all	gas5px_u_all	gas5px_dk_all	gas5px_md_all	gas5px_mean_all	hom_f_all	hom_s_all	hom_u_all	hom_r_all	homrn_lp_all	homrn_biap_all	homrn_lr_all	homrn_biar_all	homrn_inv_all	homrn_gt_all	homrn_hp_all	homrn_hr_all	homrn_tb_all	homrn_fb_all	homrn_cd_all	homrn_np_all	homrn_nr_all	homrn_nt_all	homrn_ni_all	shom_f_all	shom_s_all	shom_u_all	shom_r_all	shomrn_hp_all	shomrn_siap_all	shomrn_lr_all	shomrn_siar_all	shomrn_gt_all	shomrn_inv_all	shomrn_lp_all	shomrn_hr_all	shomrn_tb_all	shomrn_fb_all	shomrn_cd_all	shomrn_np_all	shomrn_nr_all	shomrn_nt_all	shomrn_ni_all	homval_f_all	homval_s_all	homval_u_all	homval_dk_all	homval_r_all	hompx1_f_all	hompx1_s_all	hompx1_u_all	hompx1_dk_all	hompx1_mean_all	hompx1_md_all	hompx1_var_all	hompx1_p25_all	hompx1_p75_all	hompx1_r50_all	hompx5_f_all	hompx5_s_all	hompx5_u_all	hompx5_dk_all	hompx5_mean_all	hompx5_md_all	hompx5_var_all	hompx5_p25_all	hompx5_p75_all	hompx5_r50_all	
11	2018	97.5	96	95.5	98.5	96.8	98.5	97.6	93.9	97.4	98.5	98.4	112.3	88.1	51	28	21	0	130	41	9	6	18	10	2	2	23	11	38	50	9	3	129	24	31	16	12	5	9	3	138	63	11	25	1	138	51	32	13	4	138	38	21	6	10	6	14	5	143	10	27	12	15	9	4	11	10	1	1	2.5	152	25	37	37	1	88	16	13	8	11	9	22	20	1	54.7	15	23	12	19	7	17	6	1	41.3	44	30	10	9	2	3	2	0	16.9	19	23	12	13	9	14	8	2	39.9	32	44	24	0	108	2	14	8	17	16	30	11	2	60.5	9	9	9	14	13	16	18	12	102188	30903	378281	347378	11	24	21	13	9	19	3	251049	152167	412500	260333	56	62	32	94	14	22	3	0	1	5	0	22	12	4	3	4	0	6	3	-3	10	-8	60	11	28	1	132	26	47	24	3	102	21	31	7	14	14	8	5	124	51	5	34	6	4	117	49	9	40	2	109	27	50	22	1	105	4	18	77	1	27	2	12	27	24	13	3	7	2	9	1	3.3	12	2.8	3.5	1.2	4.7	3.5	3	2	38	32	8	2	4	1	8	2	2.9	7	2.7	2.6	1.3	3.5	2.1	33	36	30	1	103	77	7	16	161	37	13	6	1	18	11	2	4	2	26	4	12	59	8	33	126	22	8	11	3	15	1	22	6	2	4	0	3	0	5	4	42	53	1	4.7	11.2	5	29	64	2	20.3	36	64	4	32	132	17	10	24	16	9	16	23	13	6	3	0	-6	11	7	9	72	4	24	148	34	6	10	3	27	7	11	5	7	1	0	23	5	19	7	62	33	5	0	157	51	38	10	1	2.1	0.8	25	-0.1	4.7	4.8	66	24	9	1	2.5	2.3	25	0.2	4.8	4.7	
12	2018	98.3	92	100.4	103	98.8	100.3	96.8	103	94.6	99.3	97.5	116.1	87	54	25	21	0	133	41	7	7	16	8	2	3	25	9	39	50	10	1	129	27	31	14	13	5	9	1	140	66	8	24	2	142	53	30	13	4	140	38	23	3	7	5	19	5	149	10	22	18	14	10	3	13	8	1	1	2.4	157	25	38	35	2	90	13	14	6	13	10	24	19	1	56.5	11	25	12	18	10	16	7	1	43.6	42	29	10	11	3	2	2	1	18.5	21	25	13	13	7	12	8	1	36.8	28	46	26	0	102	3	13	11	21	14	29	8	1	57.2	11	10	8	13	12	17	16	13	98654	27629	314688	287058	9	23	21	13	7	22	5	249115	154978	458333	303355	43	75	32	68	14	15	3	1	0	2	1	27	19	3	2	4	0	8	4	-1	-4	-13	59	11	28	2	131	27	46	25	2	102	23	29	7	14	14	10	3	124	53	4	35	4	4	118	47	6	45	2	102	22	47	30	1	92	3	21	74	2	29	3	12	27	25	13	3	6	2	8	1	3.3	12	2.7	3.4	1.3	4.7	3.4	4	2	40	29	9	2	4	1	8	1	2.8	7	2.7	2.5	1.3	3.4	2.1	33	34	29	4	104	82	5	13	169	43	12	5	2	17	7	1	2	3	36	4	12	59	7	34	125	24	7	12	3	12	2	22	5	6	3	1	2	2	7	8	46	46	0	0.4	11.7	5	33	60	2	18.4	37.6	64	2	34	130	16	10	24	10	12	16	25	11	6	4	0	-9	13	6	12	69	3	28	141	29	7	8	4	26	8	13	4	7	2	1	16	4	17	7	62	30	5	3	157	49	41	10	0	2.3	0.5	43	-0.1	4.8	5	63	24	10	3	2.8	2.2	32	0.1	4.8	4.7	
1	2019	91.2	84.6	91.7	96.4	100.6	89.6	87.6	85.6	92.5	94.4	88.4	108.8	79.9	50	27	23	0	127	40	8	6	17	9	4	3	23	7	41	45	10	4	131	29	24	17	13	5	8	4	135	67	10	23	0	144	53	32	12	3	141	40	23	5	7	5	16	4	151	13	23	15	12	8	4	13	9	2	1	2.2	150	26	39	33	2	93	17	14	6	14	9	23	17	0	52.8	11	25	13	17	9	17	7	1	43.2	43	32	10	8	2	3	2	0	16.7	18	24	13	13	8	16	7	1	39.6	28	47	25	0	103	2	16	11	18	15	26	11	1	56.6	10	7	9	11	11	19	20	13	148256	32700	412083	379383	12	23	19	13	8	21	4	254125	150846	424643	273797	40	83	30	57	10	17	4	0	0	4	0	34	14	4	3	2	1	13	6	-3	3	-24	43	10	43	4	100	25	39	33	3	92	17	22	5	16	24	10	6	99	40	5	48	3	4	92	42	11	45	2	97	19	47	33	1	86	4	24	70	2	34	3	14	26	26	14	3	4	1	8	1	2.9	9	2.7	3	1.1	4.5	3.5	3	2	39	31	10	2	3	0	8	2	2.8	6	2.5	2.6	1.4	3.5	2	26	37	34	3	92	74	7	19	155	37	10	7	1	19	10	3	4	5	27	4	10	59	7	34	125	25	5	15	2	12	1	18	7	5	6	1	3	7	8	6	43	51	0	3	14.3	5	29	64	2	25.2	46.3	63	3	34	129	16	8	25	12	14	14	21	12	9	5	1	-5	13	0	13	64	5	31	133	25	6	10	2	28	6	14	4	10	3	2	11	6	15	4	59	33	8	0	151	43	47	9	1	2.2	0.4	34	-0.2	3.9	4.1	66	21	11	2	2.8	2.7	30	0.2	4.9	4.8	
2	2019	93.8	84.5	95.3	101.7	99.9	95.8	89.7	93.1	92.3	100.2	85.3	108.5	84.4	49	26	25	0	124	40	7	6	17	8	4	3	23	6	42	47	9	2	133	26	27	16	13	5	11	2	135	65	10	25	0	140	54	31	11	4	143	40	21	5	10	5	14	5	146	13	29	13	12	10	3	12	6	1	1	1.7	144	28	36	35	1	93	20	14	4	13	8	24	16	1	51.6	16	26	9	14	8	21	5	1	42.1	45	29	11	8	2	3	2	0	16.6	21	24	11	12	8	16	7	1	38.4	34	42	24	0	110	2	16	9	19	13	32	8	1	57.1	8	9	6	13	15	16	18	15	110833	39849	382143	342294	10	20	22	16	8	19	5	253909	159760	406250	246490	42	71	35	71	13	16	3	0	1	2	1	32	10	3	2	2	0	6	6	-2	6	-19	50	9	38	3	112	25	47	26	2	99	21	26	5	18	19	7	4	110	48	4	40	3	5	108	43	11	44	2	99	23	46	31	0	92	7	28	64	1	43	2	11	33	25	10	4	6	1	8	0	3.1	10	2.6	3.1	1.2	4.2	3	4	2	44	25	8	2	4	1	7	3	2.7	7	2.7	2.3	1.3	3.4	2.1	32	34	31	3	101	76	6	18	158	39	10	6	1	18	10	3	3	5	29	3	10	61	6	33	128	24	8	13	3	14	2	18	7	3	6	1	5	6	6	5	46	48	1	0.5	13.7	6	30	62	2	24.9	44.9	66	2	32	134	18	9	29	9	11	14	24	11	6	5	1	-6	18	3	10	69	3	28	141	32	6	11	2	27	7	13	5	8	3	2	19	6	16	5	57	36	6	1	151	50	39	10	1	2	0.6	36	-0.1	4.7	4.8	67	21	10	2	2.7	2.6	30	0.2	4.8	4.6	
3	2019	98.4	90.7	103.3	100.6	102.7	98.9	96.9	91.5	96.3	103.4	97.4	113.3	88.8	56	26	18	0	138	47	9	7	14	6	1	4	33	11	40	48	9	3	131	30	29	17	11	4	6	3	144	69	10	21	0	148	55	31	11	3	144	43	21	6	7	5	14	4	152	11	25	13	14	10	4	13	8	2	0	2.6	153	27	42	30	1	97	16	16	5	11	8	22	21	1	54.6	12	25	11	16	10	16	8	2	44.2	47	29	8	9	2	3	1	1	16.1	19	26	12	13	8	13	8	1	37.7	30	46	22	2	108	1	15	8	17	16	33	9	1	59	9	9	8	11	13	18	19	13	119766	33913	416042	382129	10	21	21	16	10	18	4	270000	162979	418125	255146	47	57	38	90	13	19	3	0	1	4	1	22	14	3	3	2	0	3	4	-3	5	-9	54	14	30	2	125	30	47	22	1	108	23	29	9	14	15	7	3	123	56	5	32	2	5	124	45	9	43	3	102	25	52	22	1	103	7	29	63	1	44	3	12	32	25	13	3	5	1	6	0	2.9	10	2.5	3.1	1.1	4.2	3.1	3	2	41	30	11	3	1	1	6	2	2.7	5	2.2	2.5	1.4	3.4	2.1	36	34	28	2	108	74	8	18	156	31	10	7	1	20	12	3	3	3	19	4	14	62	8	30	132	24	6	16	2	17	1	19	7	4	3	1	3	5	9	6	49	45	0	0.4	12.1	6	33	60	1	17.7	37.7	68	2	30	138	16	10	33	9	10	17	21	10	6	4	1	-5	23	7	9	71	5	24	147	30	4	11	2	30	7	11	4	6	2	2	19	7	22	5	60	35	4	1	156	51	42	6	1	2.5	0.9	31	-0.1	4.7	4.7	67	22	10	1	2.3	2.4	30	0.2	4.7	4.5	
4	2019	97.2	88.9	102.5	102.1	95.6	99.4	96.3	98.9	100.3	96.1	94.7	112.3	87.4	53	27	20	0	133	40	10	8	18	8	2	3	22	13	44	46	8	2	136	28	31	16	10	4	9	2	145	65	11	23	1	142	60	28	10	2	150	43	22	4	7	5	16	3	153	12	26	15	14	8	3	12	8	1	1	2.1	149	24	40	34	2	90	14	13	7	14	8	22	22	0	56.6	12	22	13	19	9	18	6	1	43.4	45	29	7	10	3	4	2	0	17.7	21	23	11	11	7	20	6	1	39.3	28	45	27	0	101	1	15	9	16	13	31	14	1	60.6	11	9	7	10	13	16	22	12	145527	32037	459063	427026	8	19	24	16	10	20	3	274022	173553	420143	246590	52	60	35	92	12	22	3	0	4	5	0	24	14	3	2	3	0	3	3	-2	8	-12	58	12	29	1	129	28	49	22	1	106	27	27	7	17	14	5	3	123	51	4	36	4	5	115	44	9	44	3	100	27	49	24	0	103	6	37	55	2	51	1	12	34	23	11	3	6	1	8	1	3.1	8	2.5	2.9	1.2	4.2	3.1	2	3	45	28	8	2	3	1	6	2	2.7	5	2.3	2.3	1.3	3.4	2	35	33	30	2	105	75	9	16	159	35	8	8	1	24	10	1	3	4	25	7	17	61	8	31	130	20	5	15	2	20	1	20	5	3	3	1	4	0	10	5	42	53	0	4.7	11.2	4	31	63	2	24.9	39.3	65	3	32	133	15	8	28	5	12	19	27	9	8	4	2	-12	19	7	10	75	4	21	154	35	4	11	2	32	6	11	3	7	1	2	24	8	24	4	64	30	6	0	158	51	42	7	0	2.5	0.7	31	-0.1	4.7	4.7	63	25	11	1	2.3	2.1	18	0.1	4.5	4.5	
5	2019	100	92.5	100.7	107	106.9	97.2	99	90.3	100.7	104.9	97.5	110	93.5	54	26	20	0	134	44	10	5	17	8	1	3	27	11	45	44	10	1	135	32	26	16	13	4	7	2	141	65	10	24	1	141	53	32	10	5	143	40	22	6	8	6	12	6	148	13	26	15	14	8	2	14	7	1	0	2.1	148	25	38	36	1	89	15	14	7	12	8	21	22	1	55	12	27	12	18	8	16	7	0	41.6	46	30	8	9	2	3	2	0	16.1	20	24	10	14	7	17	7	1	38.6	29	48	23	0	106	1	12	8	14	17	33	12	3	63.3	7	13	7	12	12	19	20	10	128500	29328	396077	366749	12	22	25	12	7	19	3	241496	151153	401371	250218	52	55	37	97	11	20	6	1	2	3	1	22	13	2	4	1	0	2	5	-3	7	-11	59	12	27	2	132	30	48	21	1	109	26	28	8	15	13	7	3	126	59	4	29	3	5	130	50	9	38	3	112	25	53	22	0	103	6	35	58	1	48	1	11	26	27	14	4	7	1	8	1	3.4	9	2.9	3.1	1.4	4.8	3.4	3	1	38	31	10	3	4	1	7	2	3	7	2.6	2.6	1.4	3.6	2.2	38	33	28	1	110	72	7	21	151	34	12	9	0	18	13	3	4	4	21	6	10	62	7	31	131	25	6	17	2	16	2	20	4	4	4	2	5	5	13	6	41	52	1	3.3	11.3	7	26	66	1	20.4	38.9	64	2	34	130	15	12	28	5	11	15	25	10	8	3	1	-10	18	4	10	76	3	21	155	37	5	13	1	30	8	13	2	7	1	3	24	11	22	5	59	31	10	0	149	52	42	6	0	2.3	1	38	-0.1	4.8	4.8	65	24	9	2	2.2	2.3	17	0.1	4.4	4.3	
6	2019	98.2	91	106.1	98.4	105.1	98.1	95.1	98.4	96.1	99.7	97.7	111.9	89.3	53	25	22	0	131	43	9	8	17	9	2	3	26	12	44	44	10	2	134	31	27	14	13	6	7	2	139	65	10	24	1	141	56	30	10	4	146	42	21	5	9	5	14	4	149	14	25	15	11	10	3	13	8	1	0	2	147	26	33	39	2	87	16	14	6	12	10	22	19	1	53.1	14	25	11	18	9	16	6	1	41.3	43	31	8	10	2	3	3	0	18.2	21	24	11	15	5	17	6	1	37.8	31	45	24	0	107	2	14	8	16	16	32	12	0	60.8	8	10	6	10	13	17	20	16	142273	32926	417067	384141	10	24	22	13	7	21	3	251639	160293	426771	266478	44	68	34	76	10	18	3	1	2	3	1	30	11	5	3	1	0	3	7	-2	7	-20	57	11	31	1	126	30	45	24	1	106	26	27	7	15	16	7	2	122	55	5	34	2	4	121	47	8	43	2	104	24	49	27	0	97	14	39	46	1	68	2	11	29	22	14	4	7	3	7	1	3.5	13	2.7	3.5	1.2	4.8	3.7	4	3	43	29	7	2	4	0	6	2	2.6	7	2.7	2.3	1.2	3.4	2.2	37	32	30	1	107	78	4	18	160	28	18	7	1	22	10	2	3	4	18	5	15	63	4	33	130	22	10	12	1	19	1	21	4	4	4	1	3	1	8	7	49	44	0	0.4	9.3	6	31	62	1	20.4	39.7	70	2	28	142	15	9	33	3	15	21	22	8	7	4	1	-7	25	10	14	76	5	19	157	33	5	14	1	36	7	11	3	5	2	2	22	11	29	5	64	30	5	1	159	53	39	8	0	2.2	1.1	36	-0.1	4.7	4.8	67	19	13	1	2.1	2.3	40	0.1	4.8	4.7	
7	2019	98.4	92.6	94.8	106.8	97.2	102.5	96.6	92.1	97.9	101.8	97.9	110.7	90.5	52	27	21	0	131	41	9	8	19	6	1	3	22	13	44	47	7	2	137	31	25	19	11	3	8	3	142	68	9	23	0	145	52	32	13	3	139	40	21	5	9	5	16	4	147	11	24	16	12	8	3	13	11	2	0	2.3	154	28	35	36	1	92	13	13	5	13	9	23	23	1	58	11	25	14	14	8	20	8	0	44.9	45	28	11	9	3	3	1	0	17.1	19	26	12	14	6	16	6	1	36.6	32	46	22	0	110	1	10	7	19	15	36	11	1	64.1	9	8	7	15	13	18	19	11	119167	41842	367813	325970	12	19	19	16	7	21	6	269973	158688	437719	279031	46	62	35	84	8	21	3	0	2	5	2	25	13	4	2	1	1	2	7	-2	8	-17	57	11	31	1	126	25	53	20	2	105	22	30	8	18	13	6	3	121	56	4	34	2	4	122	48	8	42	2	106	23	51	25	1	98	17	37	45	1	72	3	11	30	25	11	6	6	2	6	0	3.2	12	2.6	3.4	1.1	4.6	3.5	5	2	38	29	9	5	3	1	6	2	2.9	8	2.8	2.5	1.3	3.6	2.3	32	40	26	2	106	75	6	19	156	38	11	10	0	20	11	2	4	4	27	8	12	62	5	33	129	25	7	18	0	18	2	20	3	3	5	2	4	5	15	9	43	47	1	0.4	9.5	6	28	64	2	20.4	39.8	67	3	30	137	16	8	37	4	11	19	23	8	8	4	1	-7	29	7	10	73	3	24	149	38	5	15	1	31	5	12	2	7	2	1	26	13	22	4	62	30	7	1	155	51	41	7	1	2.5	1	26	-0.1	4.9	5	67	21	11	1	2.8	2.6	23	0.2	4.8	4.6	
8	2019	89.8	83.8	92.8	94.4	98.6	89.1	85.7	91.2	91.5	93.3	81.9	105.3	79.9	50	26	23	1	127	42	10	5	16	8	2	4	26	9	36	48	13	3	123	26	25	17	16	5	8	3	130	65	11	23	1	142	53	29	14	4	139	39	20	6	7	7	18	3	145	14	27	13	14	8	4	11	7	2	0	1.8	145	23	38	37	2	86	17	15	4	13	8	24	18	1	52.8	15	24	14	14	8	18	6	1	41.1	46	27	10	10	2	3	2	0	18.1	19	24	12	14	7	15	8	1	40.1	26	44	30	0	96	3	15	13	15	13	27	12	2	57.4	10	6	7	11	12	18	22	14	149722	40769	479185	438416	10	23	21	15	8	20	3	267941	150891	418188	267296	35	77	34	58	7	13	2	0	3	2	1	27	14	3	3	4	0	5	10	-3	-1	-20	50	10	38	2	112	25	43	31	1	94	21	22	7	17	21	9	3	105	47	5	43	2	3	104	40	12	47	1	93	19	51	30	0	89	22	37	39	2	83	2	13	29	21	15	5	7	2	6	0	3.4	12	2.7	3.5	1.2	4.9	3.7	5	3	36	30	10	3	2	1	8	2	2.7	7	2.7	2.6	1.3	3.5	2.2	32	36	30	2	102	70	6	24	146	32	12	9	0	17	16	3	3	4	16	6	10	58	7	35	123	24	4	18	0	14	1	23	7	5	4	1	3	1	11	5	53	41	1	0.3	9.2	5	33	60	2	19.7	32.9	65	2	33	132	14	7	38	3	12	15	26	7	5	6	1	-12	31	4	11	78	2	20	158	33	5	18	2	31	8	10	2	5	2	2	23	16	24	6	61	31	8	0	153	55	36	9	0	2.6	1.1	29	0	4.8	4.9	67	22	10	1	2.5	2.1	18	0.2	4.8	4.6	
9	2019	93.2	88.3	96.8	95.7	100.6	96.1	87.3	84.6	92.4	98.7	90.5	108.5	83.4	51	29	20	0	131	39	9	9	17	6	3	3	22	12	38	49	10	3	128	27	25	20	11	4	10	3	137	64	10	25	1	139	53	30	13	4	140	39	19	6	8	6	18	4	144	13	29	11	13	10	4	11	7	2	0	2	145	25	38	35	2	90	16	14	7	14	7	23	19	0	53.1	13	26	13	16	7	18	6	1	41	47	30	8	7	2	5	1	0	16	20	21	11	15	9	15	8	1	39.7	29	45	26	0	103	3	17	9	18	14	28	10	1	56.8	9	7	8	10	11	16	23	16	153250	36643	512060	475417	11	20	18	15	13	17	6	280094	156219	438681	282462	39	84	29	55	8	13	4	0	2	3	1	30	11	2	5	2	1	7	11	-5	2	-22	49	12	38	1	111	27	43	28	2	99	22	23	8	16	21	8	2	108	49	4	40	2	5	109	42	11	44	3	98	20	48	31	1	89	26	39	33	2	93	3	14	25	22	15	4	8	1	7	1	3.3	12	2.8	3.5	1.1	4.9	3.8	6	3	41	26	10	3	3	1	5	2	2.7	8	2.8	2.4	1.3	3.5	2.2	35	30	34	1	101	70	10	20	150	27	14	7	0	21	11	4	3	5	16	3	13	62	7	31	131	25	5	16	0	18	0	18	4	5	5	1	4	7	12	9	52	38	1	0.3	7.7	6	35	58	1	14.8	35.8	65	2	33	132	14	7	38	4	12	16	26	6	7	9	0	-12	32	0	12	74	5	21	153	35	5	16	1	30	6	11	2	8	3	2	24	14	19	4	64	27	9	0	155	49	39	12	0	2.3	0.5	34	-0.2	4.9	5.1	67	20	12	1	2.7	2.4	21	0.1	4.7	4.5	
10	2019	95.5	90.8	99.3	96.7	100.9	96	92.8	88.7	97.5	96.5	96.4	113.2	84.2	53	28	19	0	134	45	8	8	14	6	2	3	31	11	43	45	9	3	134	28	30	16	10	5	8	3	143	67	10	22	1	145	57	29	10	4	147	43	20	6	7	5	14	5	151	13	23	14	13	9	4	15	8	1	0	2.5	151	28	40	30	2	98	13	15	7	12	6	24	22	1	56.3	11	23	13	17	8	18	8	2	44.5	45	30	9	7	2	3	3	1	17.2	18	25	10	14	7	17	7	2	39.7	35	43	21	1	114	3	17	8	18	14	30	9	1	57.1	13	9	7	10	16	13	18	14	101741	20947	376141	355194	11	23	18	14	11	19	4	272667	150975	425107	274132	43	74	30	69	9	19	2	0	3	3	1	22	12	3	2	2	1	4	12	-2	7	-13	48	14	36	2	112	25	44	29	2	96	21	22	8	18	19	8	4	106	49	3	41	2	5	108	41	12	45	2	96	20	48	32	0	88	20	40	39	1	81	2	17	28	22	13	3	5	2	7	1	3	11	2.5	3.3	0.9	4.6	3.7	5	4	43	27	9	2	3	1	5	1	2.6	7	2.6	2.3	1.1	3.3	2.2	35	33	30	2	105	77	6	17	160	33	13	12	1	21	11	2	2	6	22	10	13	64	6	30	134	24	7	19	1	16	1	19	3	2	5	2	3	5	16	5	48	45	2	0.4	12	5	33	60	2	20.3	40.4	66	2	32	134	14	9	37	2	11	18	28	6	4	8	1	-14	31	6	10	76	5	19	157	36	9	16	1	30	5	10	2	6	1	1	26	14	23	4	67	27	5	1	162	50	39	11	0	2.2	0.6	31	-0.1	4.8	4.9	59	25	14	2	2.1	2.1	23	-0.1	4.7	4.8	
11	2019	96.8	87.4	101	101	105.6	97.6	92.8	91.7	90.9	104	94.9	111.6	87.3	54	26	20	0	134	44	13	5	14	8	2	3	30	13	39	49	8	4	131	27	29	16	11	4	9	4	141	64	11	25	0	139	53	32	12	3	141	40	21	5	9	6	16	3	146	11	26	14	14	9	4	13	8	1	0	2.3	152	25	41	33	1	92	14	16	8	9	8	22	22	1	55.2	13	27	10	16	9	16	8	1	42.6	47	26	10	9	3	4	1	0	17.2	23	20	11	12	9	17	7	1	39.7	27	48	25	0	102	1	14	8	15	17	32	11	2	61	9	7	9	11	10	17	23	14	150588	36842	476442	439600	11	19	23	13	8	22	4	263889	171484	451277	279793	43	69	35	74	9	15	2	1	4	5	2	19	17	3	2	2	0	3	8	-1	-2	-10	52	11	37	0	115	28	44	26	2	102	22	27	5	19	18	7	2	112	53	5	37	2	3	116	46	12	41	1	105	23	53	23	1	100	20	40	38	2	82	2	15	29	22	13	4	6	1	7	1	3.1	11	2.5	3.4	1	4.6	3.6	3	1	42	29	9	2	4	1	6	3	2.8	8	2.7	2.5	1.3	3.6	2.2	34	34	30	2	104	75	6	19	156	40	10	9	0	17	11	2	2	4	29	7	11	63	5	32	131	28	5	20	0	13	1	22	4	4	5	1	4	6	16	6	50	43	1	0.4	8.9	6	33	59	2	15	30.6	67	2	31	136	17	7	41	2	9	15	25	6	7	6	1	-8	35	2	8	72	2	26	146	32	6	17	0	27	7	11	4	8	2	2	21	13	17	5	57	33	8	2	149	48	40	12	0	2.1	0.4	34	-0.2	4.5	4.7	64	23	11	2	2.5	2.1	27	0.1	4.6	4.5	
